237.0|53.0
273.0|62.0
147.0|78.0
229.0|64.0
198.0|65.0
236.0|133.0
135.0|96.0
212.0|85.0
144.0|123.0
205.0|70.0
138.0|114.0
134.0|99.0
167.0|26.0
132.0|87.0
236.0|85.0
155.0|30.0
331.0|106.0
182.0|99.0
150.0|69.0
186.0|195.0
174.0|102.0
197.0|50.0
156.0|96.0
132.0|87.0
129.0|87.0
144.0|123.0
234.0|90.0
144.0|123.0
152.0|75.0
149.0|75.0
148.0|99.0
138.0|69.0
138.0|114.0
152.0|99.0
148.0|99.0
180.0|141.0
129.0|87.0
148.0|99.0
166.0|59.0
144.0|87.0
148.0|99.0
129.0|87.0
149.0|75.0
181.0|72.0
148.0|99.0
152.0|99.0
148.0|99.0
129.0|87.0
152.0|99.0
177.0|96.0
148.0|99.0
138.0|114.0
148.0|99.0
187.0|99.0
208.0|99.0
162.0|114.0
132.0|87.0
144.0|87.0
177.0|96.0
148.0|99.0
144.0|123.0
138.0|114.0
129.0|87.0
138.0|114.0
129.0|87.0
162.0|114.0
138.0|114.0
138.0|114.0
129.0|87.0
129.0|87.0
162.0|114.0
148.0|99.0
129.0|87.0
132.0|87.0
129.0|87.0
129.0|87.0
162.0|114.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
162.0|69.0
152.0|99.0
144.0|87.0
129.0|87.0
129.0|87.0
144.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
355.0|54.0
223.0|45.0
415.0|134.0
317.0|34.0
282.0|42.0
356.0|99.0
367.0|72.0
409.0|128.0
289.0|30.0
331.0|72.0
303.0|54.0
308.0|77.0
349.0|52.0
316.0|90.0
275.0|16.0
323.0|98.0
309.0|84.0
299.0|58.0
375.0|74.0
349.0|88.0
338.0|37.0
327.0|26.0
365.0|64.0
305.0|28.0
321.0|20.0
305.0|114.0
312.0|36.0
252.0|21.0
283.0|96.0
299.0|32.0
385.0|122.0
364.0|63.0
343.0|42.0
304.0|77.0
310.0|68.0
267.0|76.0
356.0|55.0
315.0|66.0
358.0|77.0
301.0|16.0
364.0|69.0
345.0|44.0
316.0|15.0
320.0|19.0
323.0|46.0
298.0|51.0
345.0|44.0
316.0|15.0
307.0|44.0
345.0|44.0
303.0|56.0
273.0|18.0
363.0|62.0
321.0|74.0
309.0|15.0
311.0|15.0
298.0|26.0
316.0|15.0
360.0|59.0
326.0|49.0
323.0|46.0
331.0|30.0
316.0|15.0
341.0|40.0
329.0|41.0
316.0|15.0
329.0|41.0
316.0|15.0
316.0|15.0
323.0|22.0
316.0|15.0
371.0|70.0
358.0|57.0
316.0|15.0
316.0|15.0
358.0|57.0
371.0|70.0
325.0|25.0
353.0|52.0
316.0|15.0
316.0|15.0
316.0|15.0
353.0|52.0
316.0|15.0
316.0|15.0
316.0|15.0
353.0|52.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
333.0|32.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
