230.0|68.0
204.0|75.0
186.0|195.0
186.0|195.0
186.0|195.0
186.0|195.0
182.0|23.0
170.0|147.0
158.0|21.0
132.0|87.0
132.0|87.0
132.0|87.0
132.0|87.0
132.0|87.0
132.0|87.0
132.0|87.0
132.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
129.0|87.0
276.0|28.0
304.0|21.0
304.0|21.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
316.0|15.0
